MQ2,MQ3,MQ135,Humidity,Temperature,Label
8.28,15.39,25.97,72.2,38.6,Layak
8.31,15.2,25.72,72.2,38.6,Layak
8.37,15.26,25.85,72.2,38.5,Layak
8.18,15.08,25.72,72.2,38.6,Layak
8.28,15.08,25.85,72.2,38.6,Layak
8.34,15.14,25.85,72.1,38.8,Layak
8.21,14.83,26.1,72.1,38.6,Layak
8.31,15.02,25.72,72.1,38.6,Layak
8.34,14.95,25.85,72.8,39.1,Layak
7.8,14.83,25.23,72.1,38.6,Layak
5.84,14.53,22.86,72.2,38.6,Layak
5.44,15.45,21.25,72.2,38.6,Layak
5.99,14.42,21.64,72.1,38.6,Layak
6.45,14.42,22.54,72.2,38.6,Layak
6.81,14.3,23.07,72.2,38.6,Layak
6.4,14.3,22.96,72.1,38.5,Layak
6.43,14.18,22.96,72.2,38.6,Layak
6.83,14.13,23.28,72.3,38.6,Layak
7.2,14.18,24.17,72.4,38.6,Layak
6.83,14.18,23.83,72.3,38.6,Layak
7.06,14.01,24.06,72.3,38.6,Layak
7.32,14.01,24.52,72.4,38.6,Layak
7.11,14.01,24.06,72.4,38.8,Layak
7.26,13.84,24.17,72.5,38.6,Layak
7.43,13.9,24.52,72.5,38.6,Layak
7.38,13.84,24.4,73.1,39.3,Layak
7.71,13.84,24.75,72.4,38.6,Layak
7.89,13.79,25.11,72.4,38.6,Layak
8.15,13.62,25.72,72.5,38.6,Layak
8.28,13.62,25.72,72.4,38.6,Layak
8.37,13.51,26.36,72.5,38.6,Layak
8.44,13.57,26.23,72.5,38.6,Layak
8.08,13.41,26.1,72.5,38.6,Layak
8.11,13.35,25.72,72.5,38.6,Layak
7.99,13.25,25.85,72.6,38.6,Layak
8.08,13.25,25.85,72.5,38.6,Layak
8.31,13.14,26.1,72.5,38.6,Layak
8.44,13.19,25.97,72.5,38.6,Layak
8.51,13.04,26.36,72.5,38.6,Layak
8.51,13.04,26.23,72.5,38.8,Layak
8.64,13.09,26.36,72.5,38.6,Layak
8.81,13.04,26.48,72.5,38.6,Layak
8.92,12.83,25.72,72.5,38.3,Layak
9.09,12.93,27.01,72.5,38.6,Layak
8.78,12.78,27.15,72.5,38.6,Layak
7.38,12.63,25.72,72.5,38.6,Layak
6.86,12.58,24.4,72.5,38.6,Layak
6.92,12.48,23.83,72.5,38.6,Layak
7.23,12.58,24.06,72.6,38.6,Layak
7.52,12.58,24.52,72.1,37.9,Layak
7.77,12.48,24.99,72.6,38.6,Layak
7.99,12.33,25.6,72.6,38.6,Layak
8.18,12.23,26.1,72.7,38.6,Layak
8.34,12.23,26.23,72.6,38.6,Layak
8.57,12.28,26.62,72.7,38.6,Layak
8.78,12.19,26.75,72.7,38.6,Layak
8.85,12.14,27.15,72.6,38.8,Layak
8.95,12.04,27.28,72.7,38.6,Layak
9.06,12.09,27.01,72.7,38.6,Layak
9.06,11.95,27.15,72.6,38.4,Layak
9.06,11.9,27.42,72.6,38.6,Layak
9.09,11.85,27.28,72.6,38.7,Layak
9.13,11.9,27.55,72.7,38.6,Layak
8.95,11.85,27.01,72.6,38.6,Layak
8.88,11.71,27.01,72.7,38.6,Layak
8.85,11.71,27.01,72.7,38.6,Layak
8.51,11.62,26.36,72.6,38.8,Layak
6.02,11.53,23.72,72.7,38.6,Layak
5.34,11.4,21.25,72.8,38.7,Layak
5.65,11.35,20.97,73.4,39.6,Layak
6.07,11.31,21.84,72.7,38.7,Layak
6.53,11.31,22.44,72.8,38.6,Layak
6.97,11.35,23.18,72.8,38.7,Layak
7.11,11.31,23.95,72.8,38.7,Layak
7.29,11.31,24.17,72.8,38.7,Layak
7.41,11.17,24.52,72.8,38.7,Layak
7.58,11.17,24.75,72.8,38.7,Layak
7.58,11.09,24.99,72.8,38.7,Layak
7.46,11.0,24.63,72.8,38.7,Layak
7.55,11.04,24.75,72.8,38.7,Layak
7.65,11.0,24.99,72.8,38.6,Layak
7.52,10.87,24.99,72.8,38.7,Layak
7.35,10.87,24.63,72.8,38.7,Layak
7.09,10.79,24.17,72.8,38.8,Layak
7.06,10.87,23.83,72.8,38.6,Layak
7.23,10.83,23.95,72.8,38.6,Layak
7.29,10.7,24.06,72.8,38.4,Layak
7.38,10.74,24.17,72.8,38.7,Layak
7.46,10.7,24.4,72.9,38.6,Layak
7.46,10.62,24.4,72.9,38.7,Layak
7.49,10.66,24.52,72.8,38.7,Layak
7.49,10.54,24.4,72.8,38.7,Layak
6.72,10.45,23.72,72.9,38.7,Layak
6.22,10.41,22.44,72.9,38.9,Layak
6.25,10.41,22.14,72.9,38.7,Layak
6.4,10.45,22.03,73.0,38.7,Layak
6.48,10.41,22.14,73.7,39.7,Layak
6.38,10.37,22.03,73.0,38.7,Layak
6.32,10.21,22.14,73.0,38.7,Layak
6.04,10.21,21.93,73.1,38.7,Layak
4.22,10.17,17.85,73.1,38.7,Layak
4.1,10.05,16.62,73.1,38.7,Tidak Layak
4.24,10.05,16.42,73.1,38.8,Tidak Layak
4.52,9.97,17.26,73.0,38.8,Tidak Layak
4.79,10.05,17.93,72.9,38.7,Tidak Layak
5.05,9.94,18.95,72.9,38.7,Tidak Layak
5.28,9.97,19.45,73.0,38.8,Tidak Layak
5.41,9.94,20.06,72.9,38.7,Tidak Layak
5.55,9.86,20.6,72.9,38.7,Tidak Layak
5.6,9.9,20.88,72.9,38.7,Tidak Layak
5.63,9.9,20.88,72.9,38.9,Tidak Layak
5.6,9.86,20.97,72.9,38.7,Tidak Layak
5.53,9.78,20.88,72.9,38.7,Tidak Layak
5.39,9.74,20.88,72.8,38.5,Tidak Layak
5.32,9.67,20.69,72.8,38.8,Tidak Layak
5.23,9.67,20.42,72.8,38.8,Tidak Layak
5.14,9.7,20.33,72.9,38.8,Tidak Layak
4.64,9.59,19.29,72.8,38.8,Tidak Layak
4.38,9.55,18.55,72.8,38.8,Tidak Layak
4.46,9.52,18.31,72.8,38.8,Tidak Layak
4.52,9.48,18.63,73.5,39.0,Tidak Layak
4.52,9.52,18.87,72.8,38.8,Tidak Layak
4.42,9.52,18.87,73.0,38.8,Tidak Layak
4.38,9.55,18.87,73.0,38.8,Tidak Layak
4.2,9.52,18.87,73.1,38.8,Tidak Layak
3.89,9.41,18.47,73.1,38.8,Tidak Layak
3.52,10.21,17.11,73.2,38.8,Tidak Layak
3.45,9.3,16.76,73.2,38.7,Tidak Layak
3.4,9.37,16.55,73.2,38.8,Tidak Layak
3.31,9.33,16.62,73.3,38.8,Tidak Layak
3.24,9.3,16.55,73.2,38.7,Tidak Layak
3.19,9.3,16.48,73.2,38.7,Tidak Layak
3.12,9.22,16.62,73.3,38.7,Tidak Layak
3.11,9.19,16.62,73.4,38.7,Tidak Layak
3.06,9.22,16.62,73.3,38.7,Tidak Layak
3.01,9.19,16.76,73.4,38.7,Tidak Layak
2.96,9.19,16.62,73.3,38.8,Tidak Layak
2.92,9.15,16.69,73.4,38.9,Tidak Layak
2.89,9.04,16.83,73.4,38.8,Tidak Layak
2.81,9.04,15.31,73.5,38.8,Tidak Layak
2.81,9.08,15.37,73.4,38.4,Tidak Layak
2.76,9.01,15.24,73.4,38.8,Tidak Layak
2.73,9.01,13.83,73.5,38.8,Tidak Layak
2.75,8.94,14.28,73.5,38.8,Tidak Layak
2.73,8.9,14.64,73.4,38.8,Tidak Layak
2.73,8.9,14.69,73.4,38.8,Tidak Layak
2.7,8.94,13.56,73.5,38.8,Tidak Layak
2.72,8.87,13.5,72.9,37.7,Tidak Layak
2.7,8.83,13.89,73.5,38.8,Tidak Layak
2.72,8.8,14.17,73.6,38.8,Tidak Layak
2.68,8.87,14.06,73.6,38.8,Tidak Layak
2.7,8.83,13.72,73.5,38.8,Tidak Layak
2.67,8.8,13.45,73.5,38.8,Tidak Layak
2.68,8.73,13.13,73.7,38.8,Tidak Layak
2.67,8.73,13.13,73.6,38.8,Tidak Layak
2.65,8.7,13.03,73.7,38.7,Tidak Layak
2.65,8.7,12.87,73.8,38.7,Tidak Layak
2.62,8.73,11.13,73.8,38.6,Tidak Layak
2.59,8.66,10.33,73.8,38.7,Tidak Layak
2.61,8.7,10.25,73.9,38.7,Tidak Layak
2.61,8.66,10.49,74.0,38.7,Tidak Layak
2.62,8.6,10.95,73.9,38.7,Tidak Layak
2.62,8.66,11.04,74.0,38.7,Tidak Layak
2.62,8.63,11.21,74.1,38.7,Tidak Layak
2.62,8.53,11.21,74.0,38.9,Tidak Layak
2.62,8.56,11.0,74.0,38.7,Tidak Layak
2.59,8.49,10.62,74.0,38.8,Tidak Layak
2.59,8.49,10.13,74.6,39.7,Tidak Layak
2.59,8.46,9.66,73.9,38.8,Tidak Layak
2.59,8.46,9.22,73.8,38.8,Tidak Layak
2.61,8.49,8.46,73.8,38.7,Tidak Layak
2.54,8.43,8.23,73.8,38.8,Tidak Layak
2.54,8.43,8.16,73.8,38.8,Tidak Layak
2.56,8.46,8.03,73.8,38.8,Tidak Layak
2.54,8.39,7.66,73.7,38.8,Tidak Layak
2.56,8.36,7.36,73.7,38.7,Tidak Layak
2.51,8.3,7.36,73.7,38.8,Tidak Layak
2.54,8.36,7.24,73.7,38.8,Tidak Layak
2.53,8.3,7.24,73.8,38.8,Tidak Layak
2.53,8.26,7.13,73.7,38.7,Tidak Layak
2.53,8.26,7.1,73.7,38.7,Tidak Layak
2.54,8.23,6.99,73.7,38.9,Tidak Layak
2.51,8.23,6.93,73.7,38.7,Tidak Layak
2.51,8.2,6.6,73.7,38.7,Tidak Layak
2.53,8.2,6.47,74.3,39.6,Tidak Layak
2.51,8.17,6.39,73.6,38.8,Tidak Layak
2.51,8.17,6.33,73.6,38.8,Tidak Layak
2.3,8.17,6.33,73.6,38.8,Tidak Layak
2.54,8.2,6.21,73.6,38.8,Tidak Layak
2.51,8.1,6.18,73.6,38.8,Tidak Layak
2.51,8.13,6.08,73.6,38.8,Tidak Layak
2.51,8.13,6.0,73.5,38.6,Tidak Layak
2.5,8.1,5.9,73.5,38.8,Tidak Layak
2.5,8.13,5.76,73.5,38.8,Tidak Layak
2.5,8.07,5.71,73.6,38.8,Tidak Layak
2.51,8.04,5.73,73.5,38.8,Tidak Layak
2.5,8.1,5.78,73.6,38.8,Tidak Layak
2.5,8.01,5.76,73.6,38.8,Tidak Layak
2.5,7.98,5.73,74.2,39.1,Tidak Layak
2.48,7.98,5.73,73.6,38.8,Tidak Layak
2.48,7.98,5.68,73.6,38.8,Tidak Layak
2.5,7.98,5.71,73.6,38.8,Tidak Layak
2.5,8.01,5.68,73.6,38.8,Tidak Layak
2.5,7.98,5.61,73.6,38.8,Tidak Layak
2.5,7.98,5.59,73.6,38.8,Tidak Layak
2.5,7.94,5.64,74.2,39.0,Tidak Layak
2.48,7.88,5.56,73.6,38.9,Tidak Layak
2.5,7.85,5.52,73.7,38.8,Tidak Layak
2.47,7.82,5.54,73.6,38.5,Tidak Layak
2.5,7.88,5.47,73.6,38.8,Tidak Layak
2.47,7.82,5.52,73.7,38.8,Tidak Layak
2.5,7.85,5.8,73.7,38.8,Tidak Layak
2.5,7.85,5.49,73.7,38.8,Tidak Layak
2.5,7.85,5.47,73.7,38.8,Tidak Layak
2.48,7.73,5.47,73.8,38.9,Tidak Layak
2.48,7.76,5.42,73.7,38.9,Tidak Layak
2.5,7.79,5.42,73.7,38.8,Tidak Layak
2.48,7.73,5.4,73.7,38.9,Tidak Layak
2.48,7.73,5.38,73.8,38.9,Tidak Layak
2.48,7.67,5.4,73.7,38.9,Tidak Layak
2.48,7.67,5.42,73.8,38.9,Tidak Layak
2.47,7.7,5.4,73.7,38.9,Tidak Layak
2.48,7.64,5.33,74.3,39.1,Tidak Layak
2.48,7.67,5.35,73.7,38.9,Tidak Layak
2.48,7.64,5.35,73.8,38.9,Tidak Layak
2.48,7.58,5.35,74.4,39.8,Tidak Layak
2.47,7.58,5.35,73.7,38.9,Tidak Layak
2.47,7.61,5.4,73.7,38.9,Tidak Layak
2.45,7.73,5.35,73.7,38.9,Tidak Layak
2.48,7.58,5.38,73.7,38.9,Tidak Layak
2.47,7.52,5.38,73.7,38.9,Tidak Layak
2.47,7.54,5.35,73.8,38.9,Tidak Layak
2.48,7.49,5.38,73.8,38.9,Tidak Layak
2.47,7.54,5.35,73.8,38.9,Tidak Layak
2.47,7.49,5.35,73.8,38.9,Tidak Layak
2.47,7.54,5.38,73.8,38.9,Tidak Layak
2.47,7.49,5.4,73.8,38.8,Tidak Layak
2.45,7.49,5.38,73.7,38.9,Tidak Layak
2.48,7.46,5.38,73.8,38.9,Tidak Layak
2.45,7.43,5.35,74.5,39.2,Tidak Layak
2.47,7.4,5.35,73.7,38.9,Tidak Layak
2.45,7.4,5.38,73.9,38.9,Tidak Layak
2.47,7.43,5.38,73.8,38.9,Tidak Layak
2.45,7.37,5.35,73.8,38.9,Tidak Layak
2.45,7.37,5.38,73.8,38.9,Tidak Layak
2.47,7.4,5.4,73.9,38.9,Tidak Layak
2.47,7.34,5.38,74.5,39.1,Tidak Layak
2.45,7.34,5.35,73.8,38.9,Tidak Layak
2.45,7.37,5.4,73.9,38.9,Tidak Layak
2.47,7.37,5.35,73.8,38.7,Tidak Layak
2.47,7.31,5.35,73.8,38.9,Tidak Layak
2.47,7.31,5.38,73.8,38.9,Tidak Layak
2.45,7.31,5.4,73.8,38.9,Tidak Layak
2.45,7.34,5.38,73.8,38.9,Tidak Layak
2.45,7.28,5.4,73.8,38.9,Tidak Layak
2.47,7.31,5.35,73.8,38.9,Tidak Layak
2.45,7.28,5.38,73.7,38.8,Tidak Layak
2.45,7.28,5.38,73.7,38.9,Tidak Layak
2.45,7.22,5.35,73.8,38.9,Tidak Layak
2.45,7.22,5.38,73.9,38.9,Tidak Layak
2.45,7.22,5.38,73.8,38.9,Tidak Layak
2.45,7.25,5.4,73.8,38.9,Tidak Layak
2.45,7.16,5.38,73.9,38.9,Tidak Layak
2.45,7.19,5.35,74.5,39.1,Tidak Layak
2.47,7.22,5.35,73.9,38.9,Tidak Layak
2.45,7.16,5.38,73.9,38.9,Tidak Layak
2.45,7.16,5.38,74.6,39.7,Tidak Layak
2.45,7.13,5.33,74.0,38.9,Tidak Layak
2.45,7.19,5.35,74.0,38.9,Tidak Layak
2.42,7.43,5.31,74.0,38.9,Tidak Layak
2.44,7.13,5.33,74.0,38.9,Tidak Layak
2.45,7.11,5.24,74.0,38.9,Tidak Layak
2.45,7.11,5.31,74.2,38.9,Tidak Layak
2.45,7.08,5.19,74.1,38.8,Tidak Layak
2.47,7.13,5.22,74.0,38.9,Tidak Layak
2.45,7.11,5.24,74.1,38.9,Tidak Layak
2.47,7.11,5.17,74.1,38.9,Tidak Layak
2.45,7.11,5.15,74.1,38.9,Tidak Layak
2.45,7.11,5.1,74.2,38.9,Tidak Layak
2.45,7.02,5.19,74.2,38.9,Tidak Layak
2.45,7.02,5.13,73.7,37.8,Tidak Layak
2.44,7.08,5.13,74.2,38.9,Tidak Layak
2.45,7.02,5.1,74.2,38.8,Tidak Layak
2.44,7.05,5.13,74.4,38.8,Tidak Layak
2.45,7.02,5.13,74.4,38.8,Tidak Layak
2.45,7.02,5.06,74.4,38.8,Tidak Layak
2.44,7.05,5.08,74.4,38.8,Tidak Layak
2.45,6.96,5.13,75.1,39.0,Tidak Layak
2.44,7.02,5.15,74.5,38.8,Tidak Layak
2.45,7.02,5.08,74.5,38.8,Tidak Layak
2.45,7.02,5.04,75.2,39.6,Tidak Layak
2.44,7.02,5.06,74.6,38.8,Tidak Layak
2.44,6.94,5.04,74.6,38.8,Tidak Layak
2.19,6.91,5.08,74.8,38.8,Tidak Layak
2.44,6.94,5.08,74.7,38.8,Tidak Layak
2.44,6.96,5.08,74.8,38.8,Tidak Layak
2.44,6.91,5.06,74.8,38.8,Tidak Layak
2.42,6.94,4.99,74.8,38.6,Tidak Layak
2.44,6.94,5.1,74.8,38.8,Tidak Layak
2.42,6.88,5.06,74.8,38.8,Tidak Layak
2.44,6.88,5.15,74.8,38.8,Tidak Layak
2.44,6.94,5.1,74.8,38.8,Tidak Layak
2.42,6.88,5.08,74.8,38.8,Tidak Layak
2.44,6.91,5.06,74.8,38.8,Tidak Layak
2.44,6.85,5.17,74.8,38.8,Tidak Layak
2.44,6.91,5.17,74.8,38.8,Tidak Layak
2.42,6.85,5.17,74.8,38.8,Tidak Layak
2.42,6.85,5.13,74.9,38.8,Tidak Layak
2.42,6.83,5.1,74.8,38.8,Tidak Layak
2.45,6.88,5.08,74.8,38.8,Tidak Layak
2.42,6.83,4.99,74.8,38.8,Tidak Layak
2.44,6.85,5.13,75.5,39.1,Tidak Layak
2.44,6.83,5.04,74.9,38.8,Tidak Layak
2.42,6.83,5.02,74.9,38.8,Tidak Layak
2.42,6.8,5.08,75.6,39.3,Tidak Layak
2.44,6.85,5.13,74.9,38.8,Tidak Layak
2.42,6.8,5.06,75.0,38.8,Tidak Layak
2.44,6.8,5.04,75.0,38.8,Tidak Layak
2.44,6.85,5.08,75.0,38.9,Tidak Layak
2.44,6.27,5.08,75.1,38.8,Tidak Layak
2.44,6.8,4.97,75.1,38.8,Tidak Layak
2.42,6.8,4.93,75.0,38.6,Tidak Layak
2.45,6.77,5.04,75.0,38.8,Tidak Layak
2.44,6.77,4.93,75.1,38.8,Tidak Layak
2.42,6.74,4.95,75.1,38.8,Tidak Layak
2.42,6.77,4.95,75.1,38.8,Tidak Layak
2.45,6.8,4.95,75.2,38.8,Tidak Layak
2.44,6.74,4.99,75.2,38.8,Tidak Layak
2.42,6.69,4.86,75.2,38.7,Tidak Layak
2.42,6.69,4.88,75.2,38.8,Tidak Layak
2.45,6.74,4.91,75.3,38.7,Tidak Layak
2.42,6.69,4.91,75.4,38.8,Tidak Layak
2.44,6.72,4.91,75.4,38.8,Tidak Layak
2.42,6.66,4.93,75.4,38.7,Tidak Layak
2.44,6.66,4.99,75.4,38.8,Tidak Layak
2.42,6.64,4.93,76.1,39.0,Tidak Layak
2.44,6.69,4.86,75.4,38.8,Tidak Layak
2.44,6.72,4.99,75.5,38.8,Tidak Layak
2.44,6.69,4.86,75.6,38.8,Tidak Layak
2.42,6.61,4.93,75.5,38.8,Tidak Layak
2.44,6.69,4.91,75.6,38.8,Tidak Layak
2.44,6.01,4.93,75.7,38.8,Tidak Layak
2.44,6.61,4.88,75.6,38.8,Tidak Layak
2.44,6.61,4.93,75.6,38.7,Tidak Layak
2.42,6.58,4.88,75.7,38.7,Tidak Layak
2.44,6.64,5.08,75.7,38.5,Tidak Layak
2.44,6.61,4.88,75.7,38.7,Tidak Layak
2.42,6.55,4.91,75.7,38.7,Tidak Layak
2.42,6.55,4.88,75.7,38.8,Tidak Layak
2.42,6.53,4.88,75.7,38.7,Tidak Layak
2.44,6.53,4.99,75.7,38.7,Tidak Layak
2.42,6.5,4.93,75.8,38.7,Tidak Layak
2.42,6.5,4.91,75.7,38.7,Tidak Layak
2.42,6.5,4.91,75.9,38.7,Tidak Layak
2.44,6.58,4.88,75.8,38.8,Tidak Layak
2.42,6.5,4.91,75.8,38.8,Tidak Layak
2.42,6.48,4.84,75.8,38.8,Tidak Layak
2.42,6.53,4.88,75.8,38.8,Tidak Layak
2.42,6.53,4.91,75.9,38.8,Tidak Layak
2.41,6.48,4.88,76.5,39.0,Tidak Layak
2.41,6.45,4.86,75.8,38.8,Tidak Layak
2.41,6.45,5.02,75.9,38.8,Tidak Layak
2.41,6.45,4.88,75.9,38.7,Tidak Layak
2.42,6.48,4.91,75.9,38.8,Tidak Layak
2.44,6.48,4.86,75.9,38.8,Tidak Layak
2.42,6.42,4.88,76.0,38.8,Tidak Layak
2.44,6.5,4.86,76.0,38.8,Tidak Layak
2.42,6.42,4.88,76.0,38.8,Tidak Layak
2.41,6.42,4.91,76.0,38.7,Tidak Layak
2.41,6.42,4.88,76.0,38.5,Tidak Layak
2.41,6.4,4.93,76.0,38.7,Tidak Layak
2.44,6.42,4.88,76.0,38.8,Tidak Layak
2.42,6.45,4.93,76.0,38.8,Tidak Layak
2.42,6.37,4.88,76.0,38.8,Tidak Layak
2.42,6.4,4.93,76.0,38.8,Tidak Layak
2.42,6.4,4.93,76.1,38.8,Tidak Layak
2.42,6.42,4.93,76.0,38.7,Tidak Layak
2.42,6.37,4.93,76.0,38.7,Tidak Layak
2.42,6.4,4.95,76.0,38.8,Tidak Layak
2.42,6.4,4.93,76.1,38.8,Tidak Layak
2.42,6.32,4.95,76.0,38.7,Tidak Layak
2.42,6.37,4.93,76.1,38.8,Tidak Layak
2.42,6.4,4.97,76.1,38.8,Tidak Layak
2.41,6.4,4.93,76.8,39.0,Tidak Layak
2.42,6.4,4.91,76.1,38.8,Tidak Layak
2.42,6.4,4.93,76.2,38.8,Tidak Layak
2.39,6.32,4.91,76.2,38.8,Tidak Layak
2.42,6.37,4.88,76.1,38.8,Tidak Layak
2.42,6.32,4.91,76.2,38.8,Tidak Layak
2.41,6.32,4.88,76.2,38.8,Tidak Layak
2.42,6.34,4.88,76.2,38.9,Tidak Layak
2.42,6.37,4.91,76.2,38.7,Tidak Layak
2.42,6.32,4.88,76.3,38.8,Tidak Layak
2.41,6.34,4.95,76.3,38.4,Tidak Layak
2.42,6.32,4.91,76.3,38.8,Tidak Layak
2.42,6.34,4.91,76.3,38.8,Tidak Layak
2.38,6.74,4.93,76.3,38.8,Tidak Layak
2.42,6.29,4.93,76.3,38.7,Tidak Layak
2.42,6.29,4.93,76.4,38.7,Tidak Layak
2.42,6.27,4.93,76.5,38.8,Tidak Layak
2.42,6.29,4.91,76.4,38.5,Tidak Layak
2.41,6.22,4.93,76.5,38.8,Tidak Layak
2.41,6.29,4.93,76.5,38.8,Tidak Layak
2.41,6.24,4.91,76.6,38.7,Tidak Layak
2.44,6.29,4.91,76.5,38.8,Tidak Layak
2.42,6.27,4.93,76.6,38.7,Tidak Layak
2.42,6.22,4.93,76.7,38.7,Tidak Layak
2.41,6.24,4.91,76.6,38.7,Tidak Layak
2.42,6.29,4.93,76.6,38.7,Tidak Layak
2.41,6.22,4.95,76.6,38.7,Tidak Layak
2.39,6.22,4.95,76.7,38.7,Tidak Layak
2.42,6.24,4.97,76.6,38.7,Tidak Layak
2.41,6.22,4.97,76.6,38.7,Tidak Layak
2.42,6.22,4.93,76.6,38.7,Tidak Layak
2.41,6.22,4.93,77.3,39.0,Tidak Layak
2.42,6.24,4.93,76.6,38.7,Tidak Layak
2.41,6.19,4.95,76.7,38.7,Tidak Layak
2.41,6.16,4.95,76.7,38.7,Tidak Layak
2.42,6.22,4.93,76.7,38.7,Tidak Layak
2.41,6.16,4.91,76.8,38.7,Tidak Layak
2.41,6.22,4.88,76.8,38.7,Tidak Layak
2.41,6.22,4.91,76.8,38.9,Tidak Layak
2.41,6.19,4.93,76.8,38.7,Tidak Layak
2.42,6.22,4.95,76.9,38.7,Tidak Layak
2.41,6.19,4.95,77.5,39.6,Tidak Layak
2.39,6.16,4.88,76.8,38.7,Tidak Layak
2.39,6.22,4.91,76.9,38.7,Tidak Layak
2.42,6.19,4.88,77.4,38.7,Tidak Layak
2.42,6.19,4.88,77.1,38.8,Tidak Layak
2.42,6.22,4.88,77.1,38.7,Tidak Layak
2.41,6.14,4.91,77.2,38.7,Tidak Layak
2.42,6.14,4.93,77.2,38.3,Tidak Layak
2.44,6.19,4.91,77.2,38.7,Tidak Layak
2.42,6.14,4.93,77.3,38.7,Tidak Layak
2.42,6.14,4.91,77.3,38.7,Tidak Layak
2.41,6.16,4.91,77.2,38.8,Tidak Layak
2.39,6.11,4.88,77.3,38.6,Tidak Layak
2.41,6.11,4.91,77.3,38.7,Tidak Layak
2.41,6.14,4.93,77.3,38.3,Tidak Layak
2.42,6.14,4.91,77.2,38.7,Tidak Layak
2.42,6.11,4.88,77.3,38.7,Tidak Layak
2.42,6.11,4.88,77.3,38.7,Tidak Layak
2.41,6.09,4.93,76.7,37.9,Tidak Layak
2.42,6.11,4.88,77.3,38.7,Tidak Layak
2.41,6.09,4.93,77.3,38.7,Tidak Layak
2.41,6.11,4.91,77.3,38.7,Tidak Layak
2.42,6.09,4.88,77.2,38.7,Tidak Layak
2.41,6.11,4.93,77.3,38.7,Tidak Layak
2.42,6.09,4.93,77.4,38.7,Tidak Layak
2.41,6.06,4.91,77.3,38.7,Tidak Layak
2.41,6.11,4.93,77.4,38.7,Tidak Layak
2.42,6.09,4.91,77.4,38.8,Tidak Layak
2.42,6.09,4.88,77.3,38.8,Tidak Layak
2.41,6.06,4.93,77.3,38.8,Tidak Layak
2.42,6.04,4.88,77.4,38.8,Tidak Layak
2.42,6.09,4.88,77.4,38.8,Tidak Layak
2.42,6.09,4.91,77.4,38.8,Tidak Layak
2.39,6.04,4.93,77.4,38.8,Tidak Layak
2.41,6.06,4.91,77.4,38.8,Tidak Layak
2.42,6.04,4.88,77.4,38.8,Tidak Layak
2.42,6.06,4.91,77.4,38.8,Tidak Layak
2.41,6.06,4.91,77.5,38.8,Tidak Layak
2.39,6.01,4.91,77.5,38.8,Tidak Layak
2.41,6.04,4.91,77.5,38.8,Tidak Layak
2.42,6.01,4.88,77.5,38.8,Tidak Layak
2.42,6.01,4.88,77.5,38.8,Tidak Layak
2.41,6.01,4.91,78.2,39.0,Tidak Layak
2.41,6.01,4.91,77.5,38.8,Tidak Layak
2.41,5.99,4.86,77.6,38.8,Tidak Layak
2.41,5.99,4.91,77.6,38.8,Tidak Layak
2.42,6.01,4.88,77.6,38.7,Tidak Layak
2.42,6.01,4.86,77.6,38.8,Tidak Layak
2.41,5.96,4.88,77.7,38.8,Tidak Layak
2.39,6.01,4.91,78.3,39.0,Tidak Layak
2.41,6.01,4.82,77.7,38.7,Tidak Layak
2.41,5.96,4.91,77.7,38.7,Tidak Layak
2.41,5.96,4.84,77.8,38.7,Tidak Layak
2.41,5.96,4.91,77.7,38.7,Tidak Layak
2.41,5.96,4.84,77.8,38.7,Tidak Layak
2.41,6.01,4.88,77.8,38.7,Tidak Layak
2.41,5.91,4.86,77.7,38.9,Tidak Layak
2.41,5.96,4.86,77.8,38.7,Tidak Layak
2.39,5.96,4.82,77.9,38.7,Tidak Layak
2.39,5.91,4.82,77.9,38.7,Tidak Layak
2.41,5.96,4.86,77.8,38.7,Tidak Layak
2.41,5.94,4.88,77.9,38.7,Tidak Layak
2.41,5.94,4.88,78.0,38.7,Tidak Layak
2.41,5.96,4.84,78.0,38.9,Tidak Layak
2.41,5.94,4.84,78.0,38.7,Tidak Layak
2.42,5.91,4.84,78.0,38.7,Tidak Layak
2.41,5.91,4.88,78.0,38.7,Tidak Layak
2.41,5.94,4.84,78.1,38.7,Tidak Layak
2.41,5.91,4.84,78.1,38.7,Tidak Layak
2.42,5.94,4.86,78.1,38.7,Tidak Layak
2.41,5.91,4.88,78.1,38.9,Tidak Layak
2.39,5.91,4.84,78.1,38.7,Tidak Layak
2.39,5.89,4.82,78.2,38.7,Tidak Layak
2.42,5.94,4.84,78.2,38.7,Tidak Layak
2.42,5.91,4.82,78.1,38.7,Tidak Layak
2.41,5.89,4.84,78.2,38.7,Tidak Layak
2.42,5.89,4.84,78.1,38.7,Tidak Layak
2.41,5.94,4.84,78.1,38.8,Tidak Layak
2.39,5.86,4.86,78.1,38.7,Tidak Layak
2.41,5.89,4.82,78.2,38.7,Tidak Layak
2.41,5.89,4.8,78.8,39.6,Tidak Layak
2.41,5.91,4.84,78.2,38.7,Tidak Layak
2.39,5.89,4.84,78.2,38.7,Tidak Layak
2.41,5.89,4.86,78.3,38.7,Tidak Layak
2.41,5.91,4.82,78.2,38.9,Tidak Layak
2.39,5.89,4.86,78.3,38.7,Tidak Layak
2.39,5.84,4.86,78.4,38.7,Tidak Layak
2.39,5.84,4.86,78.4,38.3,Tidak Layak
2.39,5.84,4.86,78.4,38.6,Tidak Layak
