MQ2,MQ3,MQ135,Humidity,Temperature,Label
2.39,5.84,4.82,78.5,38.7,Tidak Layak
2.42,5.14,4.84,78.5,38.7,Tidak Layak
2.39,5.84,4.86,78.5,38.8,Tidak Layak
2.41,5.89,4.82,78.5,38.7,Tidak Layak
2.39,5.82,4.86,78.5,38.7,Tidak Layak
2.39,5.86,4.86,78.5,38.2,Tidak Layak
2.39,5.86,4.86,78.5,38.7,Tidak Layak
2.38,5.84,4.88,78.5,38.7,Tidak Layak
2.39,5.51,4.84,78.6,38.7,Tidak Layak
2.41,5.86,4.82,78.6,38.8,Tidak Layak
2.39,5.84,4.84,78.6,38.7,Tidak Layak
2.41,5.86,4.82,78.6,38.7,Tidak Layak
2.39,5.82,4.84,78.6,38.3,Tidak Layak
2.39,5.82,4.8,78.7,38.7,Tidak Layak
2.38,5.82,4.86,78.7,38.7,Tidak Layak
2.39,5.77,4.84,78.7,38.7,Tidak Layak
2.36,5.82,4.84,78.7,38.8,Tidak Layak
2.39,5.84,4.78,78.7,38.7,Tidak Layak
2.38,5.82,4.82,78.7,38.7,Tidak Layak
2.39,5.84,4.8,78.7,38.3,Tidak Layak
2.38,5.82,4.82,78.7,38.7,Tidak Layak
2.38,5.84,4.84,78.7,38.7,Tidak Layak
2.38,5.37,4.8,78.8,38.7,Tidak Layak
2.38,5.79,4.82,78.7,38.8,Tidak Layak
2.39,5.79,4.82,78.8,38.7,Tidak Layak
2.39,5.86,4.84,78.8,38.7,Tidak Layak
2.39,5.79,4.82,78.8,38.3,Tidak Layak
2.39,5.84,4.82,78.8,38.6,Tidak Layak
2.39,5.79,4.8,78.8,38.6,Tidak Layak
2.3,5.77,4.86,79.0,38.6,Tidak Layak
2.39,5.77,4.86,78.9,38.7,Tidak Layak
2.39,5.79,4.82,79.0,38.6,Tidak Layak
2.39,5.82,4.84,79.0,38.6,Tidak Layak
2.39,5.77,4.8,79.0,38.3,Tidak Layak
2.38,5.79,4.84,79.0,38.6,Tidak Layak
2.38,5.74,4.88,79.1,38.6,Tidak Layak
2.33,5.86,4.82,79.2,38.6,Tidak Layak
2.41,5.82,4.84,79.1,38.6,Tidak Layak
2.39,5.79,4.84,79.2,38.6,Tidak Layak
2.39,5.79,4.86,79.3,38.6,Tidak Layak
2.39,5.79,4.82,79.3,38.3,Tidak Layak
2.39,5.74,4.82,79.3,38.6,Tidak Layak
2.39,5.79,4.84,79.4,38.6,Tidak Layak
2.33,6.27,4.84,79.4,38.6,Tidak Layak
2.41,5.79,4.82,79.4,38.6,Tidak Layak
2.39,5.79,4.86,79.4,38.6,Tidak Layak
2.39,5.74,4.82,79.4,38.6,Tidak Layak
2.39,5.77,4.86,79.4,38.2,Tidak Layak
2.41,5.77,4.86,79.4,38.6,Tidak Layak
2.39,5.79,4.86,79.4,38.6,Tidak Layak
2.39,5.72,4.8,79.5,38.6,Tidak Layak
2.38,5.72,4.82,79.4,38.7,Tidak Layak
2.39,5.74,4.8,79.5,38.6,Tidak Layak
2.36,5.74,4.82,79.5,38.6,Tidak Layak
2.38,5.77,4.78,79.5,38.2,Tidak Layak
2.36,5.7,4.82,79.5,38.5,Tidak Layak
2.38,5.72,4.78,79.6,38.5,Tidak Layak
2.38,5.41,4.78,79.6,38.5,Tidak Layak
2.38,5.72,4.82,79.6,38.7,Tidak Layak
2.39,5.7,4.82,79.7,38.5,Tidak Layak
2.36,5.7,4.8,79.7,38.5,Tidak Layak
2.38,5.72,4.84,79.7,38.1,Tidak Layak
2.39,5.72,4.82,79.7,38.5,Tidak Layak
2.39,5.74,4.84,79.7,38.5,Tidak Layak
2.39,5.7,4.8,79.7,38.6,Tidak Layak
2.38,5.7,4.82,79.7,38.7,Tidak Layak
2.39,5.74,4.82,79.7,38.5,Tidak Layak
2.39,5.74,4.84,79.7,38.6,Tidak Layak
2.36,5.7,4.82,80.4,39.2,Tidak Layak
2.38,5.74,4.84,79.7,38.6,Tidak Layak
2.39,5.67,4.8,79.7,38.5,Tidak Layak
2.39,5.72,4.78,79.8,38.6,Tidak Layak
2.39,5.72,4.82,79.8,38.8,Tidak Layak
2.36,5.67,4.8,79.8,38.5,Tidak Layak
2.38,5.67,4.8,79.8,38.5,Tidak Layak
2.38,5.74,4.82,80.5,39.6,Tidak Layak
2.36,5.7,4.8,79.8,38.6,Tidak Layak
2.39,5.67,4.78,79.9,38.6,Tidak Layak
2.36,5.7,4.82,79.9,38.6,Tidak Layak
2.38,5.72,4.8,79.9,38.8,Tidak Layak
2.38,5.74,4.78,79.9,38.5,Tidak Layak
2.38,5.72,4.8,80.0,38.5,Tidak Layak
2.38,5.7,4.82,80.0,38.5,Tidak Layak
2.36,5.72,4.78,80.0,38.5,Tidak Layak
2.35,5.7,4.8,80.0,38.5,Tidak Layak
2.35,5.67,4.78,80.1,38.5,Tidak Layak
2.36,5.67,4.78,80.0,38.8,Tidak Layak
2.36,5.67,4.75,80.0,38.5,Tidak Layak
2.38,5.72,4.8,80.2,38.5,Tidak Layak
2.38,5.7,4.78,80.2,38.5,Tidak Layak
2.36,5.67,4.8,80.2,38.5,Tidak Layak
2.36,5.67,4.82,80.2,38.5,Tidak Layak
2.36,5.65,4.75,80.3,38.5,Tidak Layak
2.36,5.67,4.75,80.2,38.8,Tidak Layak
2.36,5.7,4.78,80.3,38.5,Tidak Layak
2.36,5.7,4.8,80.4,38.5,Tidak Layak
2.36,5.67,4.78,80.4,38.5,Tidak Layak
2.36,5.65,4.75,80.4,38.5,Tidak Layak
2.38,5.7,4.78,80.5,38.5,Tidak Layak
2.38,5.7,4.78,80.5,38.5,Tidak Layak
2.36,5.7,4.8,80.5,38.7,Tidak Layak
2.36,5.65,4.82,80.5,38.5,Tidak Layak
2.38,5.7,4.78,80.5,38.5,Tidak Layak
2.38,5.7,4.82,80.6,38.5,Tidak Layak
2.38,5.7,4.82,80.6,38.5,Tidak Layak
2.39,5.7,4.8,80.6,38.5,Tidak Layak
2.39,5.7,4.82,80.7,38.5,Tidak Layak
2.38,5.67,4.78,80.0,37.7,Tidak Layak
2.41,5.7,4.8,80.7,38.5,Tidak Layak
2.39,5.7,4.82,80.7,38.5,Tidak Layak
2.39,5.65,4.8,80.8,38.5,Tidak Layak
2.39,5.7,4.78,80.7,38.5,Tidak Layak
2.38,5.65,4.8,80.8,38.5,Tidak Layak
2.39,5.65,4.8,80.8,38.5,Tidak Layak
2.39,5.65,4.8,80.8,38.5,Tidak Layak
2.39,5.7,4.78,80.8,38.5,Tidak Layak
2.38,5.65,4.75,80.9,38.5,Tidak Layak
2.39,5.65,4.75,80.9,38.5,Tidak Layak
2.38,5.67,4.82,80.8,38.5,Tidak Layak
2.38,5.67,4.75,80.9,38.5,Tidak Layak
2.38,5.67,4.75,80.9,38.5,Tidak Layak
2.39,5.7,4.82,80.9,38.5,Tidak Layak
2.39,5.67,4.75,80.9,38.5,Tidak Layak
2.39,5.72,4.8,80.9,38.5,Tidak Layak
2.48,5.7,4.71,81.0,38.5,Tidak Layak
2.38,5.7,4.75,80.9,38.5,Tidak Layak
2.39,5.74,4.75,81.0,38.5,Tidak Layak
2.36,5.72,4.75,81.1,38.5,Tidak Layak
2.38,5.74,4.8,81.0,38.2,Tidak Layak
2.38,5.7,4.75,81.0,38.5,Tidak Layak
2.38,5.7,4.75,81.0,38.5,Tidak Layak
1.85,5.7,4.78,81.1,38.5,Tidak Layak
2.38,5.7,4.75,81.0,38.6,Tidak Layak
2.36,5.72,4.75,81.0,38.5,Tidak Layak
2.39,5.74,4.75,81.1,38.5,Tidak Layak
2.38,5.72,4.8,81.1,38.1,Tidak Layak
2.39,5.67,4.75,81.1,38.5,Tidak Layak
2.39,5.74,4.75,81.1,38.5,Tidak Layak
2.38,5.67,4.75,81.1,38.5,Tidak Layak
2.39,5.72,4.75,81.1,38.7,Tidak Layak
2.38,5.67,4.73,81.1,38.5,Tidak Layak
2.38,5.67,4.73,81.1,38.5,Tidak Layak
2.38,5.7,4.78,81.7,39.6,Tidak Layak
2.38,5.67,4.73,81.1,38.5,Tidak Layak
2.38,5.67,4.73,81.1,38.5,Tidak Layak
2.38,5.67,4.73,81.1,38.5,Tidak Layak
2.36,5.7,4.73,81.1,38.7,Tidak Layak
2.38,5.67,4.75,81.2,38.5,Tidak Layak
2.38,5.67,4.75,81.3,38.5,Tidak Layak
2.36,5.67,4.78,81.3,38.5,Tidak Layak
2.38,5.65,4.71,81.3,38.5,Tidak Layak
2.38,5.67,4.75,81.4,38.5,Tidak Layak
2.36,5.67,4.75,81.4,38.5,Tidak Layak
2.36,5.65,4.78,81.4,38.7,Tidak Layak
2.38,5.67,4.73,81.4,38.5,Tidak Layak
2.36,5.65,4.71,81.5,38.5,Tidak Layak
2.38,5.65,4.71,81.5,38.5,Tidak Layak
2.38,5.67,4.71,81.4,38.5,Tidak Layak
2.38,5.7,4.73,81.5,38.5,Tidak Layak
2.36,5.67,4.71,81.6,38.5,Tidak Layak
2.36,5.65,4.69,80.9,37.6,Tidak Layak
2.38,5.67,4.71,81.4,38.5,Tidak Layak
2.39,5.67,4.69,81.5,38.5,Tidak Layak
2.38,5.67,4.69,81.5,38.5,Tidak Layak
2.38,5.65,4.69,81.4,38.5,Tidak Layak
2.41,5.67,4.67,81.5,38.5,Tidak Layak
2.39,5.67,4.69,81.5,38.5,Tidak Layak
2.39,5.7,4.65,81.5,38.5,Tidak Layak
2.36,5.67,4.71,81.5,38.5,Tidak Layak
2.39,5.67,4.69,81.5,38.5,Tidak Layak
2.36,5.65,4.69,81.6,38.5,Tidak Layak
2.38,5.62,4.71,81.6,38.5,Tidak Layak
2.39,5.65,4.69,81.7,38.5,Tidak Layak
2.38,5.67,4.73,81.7,38.5,Tidak Layak
2.39,5.65,4.73,81.7,38.4,Tidak Layak
2.41,5.65,4.69,81.7,38.5,Tidak Layak
2.38,5.62,4.73,81.7,38.5,Tidak Layak
2.35,5.6,4.67,81.8,38.5,Tidak Layak
2.38,5.6,4.69,81.7,38.5,Tidak Layak
2.38,5.65,4.71,81.7,38.5,Tidak Layak
2.38,5.6,4.71,81.8,38.5,Tidak Layak
2.39,5.6,4.67,81.7,38.1,Tidak Layak
2.39,5.62,4.65,81.7,38.5,Tidak Layak
2.38,5.58,4.67,81.7,38.5,Tidak Layak
2.38,5.62,4.63,81.7,38.5,Tidak Layak
2.38,5.58,4.65,81.7,38.6,Tidak Layak
2.39,5.62,4.65,81.7,38.4,Tidak Layak
2.38,5.58,4.67,81.8,38.4,Tidak Layak
2.39,5.65,4.69,82.5,39.4,Tidak Layak
2.39,5.58,4.63,81.9,38.4,Tidak Layak
2.39,5.58,4.63,82.0,38.4,Tidak Layak
2.38,5.62,4.67,82.0,38.4,Tidak Layak
2.39,5.65,4.67,82.0,38.6,Tidak Layak
2.38,5.62,4.65,82.0,38.4,Tidak Layak
2.38,5.65,4.69,82.0,38.4,Tidak Layak
2.38,5.62,4.69,82.0,38.4,Tidak Layak
2.38,5.58,4.65,82.0,38.4,Tidak Layak
2.38,5.62,4.67,82.0,38.4,Tidak Layak
2.38,5.6,4.67,82.0,38.4,Tidak Layak
2.36,5.58,4.67,81.4,37.4,Tidak Layak
2.36,5.58,4.67,82.0,38.4,Tidak Layak
2.38,5.62,4.65,82.0,38.4,Tidak Layak
2.38,5.62,4.63,82.0,38.4,Tidak Layak
2.36,5.6,4.67,82.0,38.4,Tidak Layak
2.38,5.58,4.67,82.0,38.5,Tidak Layak
2.38,5.58,4.65,82.0,38.4,Tidak Layak
2.39,5.58,4.63,82.0,38.4,Tidak Layak
2.38,5.65,4.69,82.0,38.4,Tidak Layak
2.39,5.6,4.65,82.0,38.4,Tidak Layak
2.3,5.55,4.69,82.1,38.5,Tidak Layak
2.39,5.6,4.69,82.0,38.4,Tidak Layak
2.35,5.58,4.69,82.1,38.4,Tidak Layak
2.38,5.53,4.71,82.1,38.4,Tidak Layak
2.38,5.6,4.67,82.1,38.1,Tidak Layak
2.38,5.6,4.65,82.1,38.4,Tidak Layak
2.38,5.62,4.67,82.1,38.4,Tidak Layak
2.36,5.62,4.65,82.0,38.4,Tidak Layak
2.36,5.58,4.67,81.9,38.6,Tidak Layak
2.38,5.65,4.69,81.9,38.4,Tidak Layak
2.36,5.6,4.67,81.9,38.4,Tidak Layak
2.36,5.65,4.69,81.8,38.4,Tidak Layak
2.36,5.65,4.65,81.8,38.5,Tidak Layak
2.38,5.65,4.69,81.9,38.4,Tidak Layak
2.38,5.65,4.67,81.9,38.4,Tidak Layak
2.38,5.67,4.73,81.8,38.6,Tidak Layak
2.38,5.67,4.73,81.9,38.4,Tidak Layak
2.38,5.67,4.73,81.9,38.4,Tidak Layak
2.38,5.7,4.73,82.0,38.4,Tidak Layak
2.38,5.67,4.71,81.9,38.4,Tidak Layak
2.38,5.62,4.71,82.0,38.4,Tidak Layak
2.38,5.6,4.69,82.0,38.4,Tidak Layak
2.38,5.67,4.73,82.0,38.4,Tidak Layak
2.38,5.65,4.73,82.0,38.4,Tidak Layak
2.38,5.65,4.69,82.0,38.4,Tidak Layak
2.32,5.67,4.75,82.0,38.4,Tidak Layak
2.36,5.62,4.71,81.9,38.4,Tidak Layak
2.36,5.62,4.71,81.8,38.4,Tidak Layak
2.39,5.65,4.67,81.9,38.4,Tidak Layak
2.38,5.65,4.69,81.8,38.0,Tidak Layak
2.38,5.67,4.67,81.9,38.4,Tidak Layak
2.38,5.62,4.67,81.8,38.4,Tidak Layak
2.38,5.65,4.71,82.0,38.4,Tidak Layak
2.38,5.65,4.69,81.9,38.5,Tidak Layak
2.38,5.65,4.67,82.0,38.3,Tidak Layak
2.38,5.62,4.69,82.0,38.3,Tidak Layak
2.39,5.65,4.71,82.0,38.3,Tidak Layak
2.39,5.6,4.69,82.0,38.3,Tidak Layak
2.38,5.62,4.71,82.0,38.3,Tidak Layak
2.36,5.6,4.67,82.0,38.3,Tidak Layak
2.36,5.6,4.61,82.0,38.5,Tidak Layak
2.36,5.58,4.61,82.1,38.3,Tidak Layak
2.38,5.6,4.61,82.2,38.3,Tidak Layak
2.38,5.58,4.63,82.0,38.3,Tidak Layak
2.36,5.58,4.63,82.0,38.3,Tidak Layak
2.36,5.62,4.67,82.0,38.3,Tidak Layak
2.38,5.62,4.61,82.0,38.3,Tidak Layak
2.36,5.58,4.63,81.9,38.5,Tidak Layak
2.38,5.65,4.65,81.8,38.2,Tidak Layak
2.38,5.65,4.67,81.9,38.2,Tidak Layak
2.36,5.6,4.63,82.0,38.2,Tidak Layak
2.36,5.6,4.65,82.1,38.2,Tidak Layak
2.38,5.62,4.67,82.2,38.2,Tidak Layak
2.36,5.58,4.67,82.2,38.2,Tidak Layak
2.36,5.55,4.65,82.1,38.2,Tidak Layak
2.36,5.6,4.63,82.0,38.2,Tidak Layak
2.38,5.62,4.63,82.1,38.2,Tidak Layak
2.38,5.6,4.65,82.1,38.1,Tidak Layak
2.36,5.58,4.67,82.1,38.2,Tidak Layak
2.38,5.58,4.67,82.1,38.1,Tidak Layak
2.39,5.6,4.69,82.4,38.1,Tidak Layak
2.38,5.58,4.63,81.6,37.9,Tidak Layak
2.36,5.6,4.65,82.2,38.0,Tidak Layak
2.39,5.62,4.63,82.2,38.0,Tidak Layak
2.33,5.62,4.61,82.3,38.0,Tidak Layak
2.38,5.58,4.61,82.3,38.0,Tidak Layak
2.38,5.6,4.65,82.3,38.0,Tidak Layak
2.38,5.6,4.63,82.5,38.0,Tidak Layak
2.38,5.6,4.65,82.0,37.7,Tidak Layak
2.38,5.6,4.65,82.0,37.9,Tidak Layak
2.38,5.6,4.65,82.5,38.0,Tidak Layak
2.39,5.58,4.61,82.3,38.0,Tidak Layak
2.38,5.62,4.61,82.3,38.1,Tidak Layak
2.38,5.6,4.61,81.7,37.9,Tidak Layak
2.39,5.6,4.61,81.9,37.9,Tidak Layak
2.39,5.62,4.63,82.4,38.6,Tidak Layak
2.38,5.62,4.61,81.9,37.9,Tidak Layak
2.38,5.58,4.63,81.8,37.9,Tidak Layak
2.39,5.65,4.65,82.0,37.9,Tidak Layak
2.39,5.55,4.63,82.5,38.1,Tidak Layak
2.38,5.62,4.65,82.1,37.8,Tidak Layak
2.38,5.58,4.65,82.3,37.8,Tidak Layak
2.38,5.58,4.63,82.4,37.8,Tidak Layak
2.36,5.58,4.65,82.5,37.8,Tidak Layak
2.38,5.55,4.65,82.5,37.8,Tidak Layak
2.36,5.6,4.65,82.5,37.8,Tidak Layak
2.38,5.58,4.65,82.9,38.1,Tidak Layak
2.38,5.58,4.65,82.2,37.9,Tidak Layak
2.36,5.58,4.63,82.0,37.9,Tidak Layak
2.38,5.6,4.65,82.0,37.9,Tidak Layak
2.38,5.6,4.65,82.0,37.9,Tidak Layak
2.39,5.6,4.63,81.9,37.8,Tidak Layak
2.39,5.62,4.63,82.0,37.8,Tidak Layak
2.39,5.58,4.61,82.0,37.8,Tidak Layak
2.39,5.6,4.65,82.0,37.8,Tidak Layak
2.39,5.6,4.65,82.0,37.8,Tidak Layak
2.3,5.55,4.61,82.0,37.8,Tidak Layak
2.38,5.6,4.65,81.8,37.8,Tidak Layak
2.39,5.62,4.61,81.8,37.8,Tidak Layak
2.36,5.53,4.63,81.9,37.8,Tidak Layak
2.39,5.58,4.63,81.8,37.3,Tidak Layak
2.38,5.58,4.67,81.7,37.8,Tidak Layak
2.38,5.53,4.63,81.7,37.8,Tidak Layak
2.38,5.53,4.65,81.8,37.8,Tidak Layak
2.42,5.55,4.65,82.3,38.0,Tidak Layak
2.38,5.53,4.67,81.8,37.8,Tidak Layak
2.38,5.48,4.63,81.9,37.8,Tidak Layak
2.39,5.55,4.63,81.9,37.8,Tidak Layak
2.38,5.51,4.59,82.0,37.9,Tidak Layak
2.38,5.53,4.65,82.0,37.9,Tidak Layak
2.39,5.53,4.61,82.0,37.9,Tidak Layak
2.36,5.51,4.65,82.0,37.1,Tidak Layak
2.39,5.53,4.61,81.8,37.9,Tidak Layak
2.38,5.51,4.63,81.8,37.9,Tidak Layak
2.39,5.55,4.61,81.9,37.9,Tidak Layak
2.38,5.48,4.61,81.8,37.9,Tidak Layak
2.39,5.55,4.65,81.7,37.9,Tidak Layak
2.39,5.51,4.65,81.7,37.9,Tidak Layak
2.39,5.53,4.63,81.6,37.8,Tidak Layak
2.38,5.48,4.65,81.7,37.9,Tidak Layak
2.38,5.55,4.63,81.5,37.9,Tidak Layak
2.32,5.86,4.61,81.4,37.9,Tidak Layak
2.38,5.55,4.61,81.4,37.9,Tidak Layak
2.38,5.55,4.63,81.4,37.9,Tidak Layak
2.39,5.55,4.63,81.4,37.9,Tidak Layak
2.38,5.53,4.65,81.4,37.6,Tidak Layak
2.38,5.51,4.63,81.4,37.9,Tidak Layak
2.38,5.51,4.65,81.4,37.9,Tidak Layak
2.39,5.53,4.61,81.5,37.9,Tidak Layak
2.39,5.53,4.63,82.0,38.0,Tidak Layak
2.38,5.51,4.65,81.5,37.8,Tidak Layak
2.38,5.53,4.67,81.7,37.8,Tidak Layak
2.41,5.6,4.63,81.6,37.8,Tidak Layak
2.39,5.55,4.69,81.7,37.7,Tidak Layak
2.39,5.53,4.63,81.7,37.7,Tidak Layak
2.42,5.55,4.69,81.9,37.7,Tidak Layak
2.41,5.55,4.65,82.0,37.0,Tidak Layak
2.41,5.55,4.67,82.0,37.7,Tidak Layak
2.41,5.51,4.67,82.1,37.6,Tidak Layak
2.42,5.55,4.65,82.2,37.6,Tidak Layak
2.41,5.53,4.65,82.2,37.6,Tidak Layak
2.42,5.55,4.65,82.2,37.7,Tidak Layak
2.41,5.53,4.69,82.3,37.7,Tidak Layak
2.41,5.55,4.71,82.4,37.7,Tidak Layak
2.41,5.53,4.69,82.2,37.7,Tidak Layak
2.44,5.55,4.73,82.1,37.7,Tidak Layak
2.36,5.6,4.71,82.0,37.7,Tidak Layak
2.42,5.55,4.67,81.9,37.7,Tidak Layak
2.41,5.53,4.69,82.0,37.7,Tidak Layak
2.42,5.53,4.65,82.0,37.7,Tidak Layak
2.42,5.53,4.67,82.0,37.3,Tidak Layak
2.42,5.51,4.67,82.1,37.7,Tidak Layak
2.42,5.55,4.65,82.2,37.7,Tidak Layak
2.41,5.51,4.69,82.2,37.7,Tidak Layak
2.42,5.51,4.67,82.2,37.8,Tidak Layak
2.44,5.53,4.67,82.1,37.7,Tidak Layak
2.42,5.55,4.71,82.2,37.7,Tidak Layak
2.42,5.51,4.67,82.2,37.7,Tidak Layak
2.42,5.51,4.69,82.2,37.7,Tidak Layak
2.44,5.55,4.69,82.2,37.7,Tidak Layak
2.42,5.53,4.67,82.3,37.8,Tidak Layak
2.44,5.55,4.67,82.8,38.0,Tidak Layak
2.44,5.55,4.71,82.3,37.8,Tidak Layak
2.42,5.51,4.65,82.4,37.8,Tidak Layak
2.42,5.51,4.69,82.4,37.8,Tidak Layak
2.42,5.55,4.67,82.4,37.8,Tidak Layak
2.42,5.53,4.67,82.5,37.8,Tidak Layak
2.42,5.53,4.69,82.5,37.8,Tidak Layak
2.41,5.51,4.69,82.5,37.8,Tidak Layak
2.42,5.53,4.69,82.4,37.8,Tidak Layak
2.42,5.55,4.67,82.5,37.8,Tidak Layak
2.38,5.51,4.65,82.5,37.8,Tidak Layak
2.42,5.48,4.67,82.5,37.8,Tidak Layak
2.42,5.53,4.69,82.5,37.8,Tidak Layak
2.42,5.51,4.65,82.5,37.8,Tidak Layak
2.42,5.53,4.67,82.6,37.5,Tidak Layak
2.42,5.53,4.63,82.8,37.8,Tidak Layak
2.41,5.55,4.69,82.8,37.8,Tidak Layak
2.41,5.55,4.63,82.8,37.8,Tidak Layak
2.42,5.6,4.69,82.9,37.9,Tidak Layak
2.42,5.53,4.69,82.8,37.8,Tidak Layak
2.42,5.55,4.69,82.8,37.8,Tidak Layak
2.41,5.58,4.69,82.7,37.8,Tidak Layak
2.42,5.48,4.69,82.5,37.7,Tidak Layak
2.41,5.51,4.63,82.3,37.7,Tidak Layak
2.39,5.51,4.67,82.1,37.7,Tidak Layak
2.39,5.51,4.63,81.9,37.8,Tidak Layak
2.42,5.51,4.65,81.8,37.8,Tidak Layak
2.39,5.51,4.65,81.7,37.7,Tidak Layak
2.42,5.53,4.63,81.6,37.7,Tidak Layak
2.39,5.53,4.67,81.6,37.9,Tidak Layak
2.41,5.53,4.63,81.6,37.7,Tidak Layak
2.39,5.51,4.63,81.5,37.8,Tidak Layak
2.41,5.53,4.63,81.5,37.8,Tidak Layak
2.39,5.48,4.67,81.4,37.8,Tidak Layak
2.39,5.48,4.67,81.5,37.8,Tidak Layak
2.41,5.53,4.69,81.6,37.8,Tidak Layak
2.41,5.53,4.63,81.4,37.8,Tidak Layak
2.42,5.48,4.65,81.4,37.7,Tidak Layak
2.41,5.53,4.71,81.4,37.8,Tidak Layak
2.33,5.86,4.69,81.5,37.8,Tidak Layak
2.41,5.51,4.65,81.5,37.8,Tidak Layak
2.41,5.51,4.65,81.5,37.8,Tidak Layak
2.41,5.53,4.65,81.6,37.8,Tidak Layak
2.41,5.51,4.65,82.2,38.3,Tidak Layak
2.41,5.51,4.69,81.5,37.8,Tidak Layak
2.41,5.51,4.65,81.4,37.8,Tidak Layak
2.42,5.48,4.63,81.4,37.8,Tidak Layak
2.41,5.51,4.65,81.1,37.9,Tidak Layak
2.41,5.53,4.67,81.0,37.8,Tidak Layak
2.41,5.53,4.65,81.1,37.8,Tidak Layak
2.39,5.53,4.69,80.9,37.7,Tidak Layak
2.42,5.48,4.67,80.8,37.7,Tidak Layak
2.41,5.48,4.67,80.8,37.7,Tidak Layak
2.41,5.55,4.65,80.8,37.7,Tidak Layak
2.41,5.53,4.69,80.8,37.5,Tidak Layak
2.41,5.53,4.65,80.9,37.7,Tidak Layak
2.39,5.48,4.67,81.1,37.7,Tidak Layak
2.39,5.51,4.67,81.0,37.7,Tidak Layak
2.41,5.51,4.65,81.1,37.8,Tidak Layak
2.41,5.48,4.69,81.0,37.7,Tidak Layak
2.42,5.48,4.67,81.0,37.7,Tidak Layak
2.41,5.53,4.65,80.9,37.6,Tidak Layak
2.39,5.48,4.67,80.9,37.6,Tidak Layak
2.41,5.53,4.71,80.9,37.6,Tidak Layak
2.42,5.53,4.65,80.9,37.6,Tidak Layak
2.41,5.53,4.65,81.0,37.4,Tidak Layak
2.39,5.48,4.65,81.1,37.6,Tidak Layak
2.39,5.51,4.69,81.2,37.6,Tidak Layak
2.41,5.51,4.67,81.3,37.6,Tidak Layak
2.41,5.53,4.69,81.3,37.8,Tidak Layak
2.39,5.51,4.65,81.4,37.6,Tidak Layak
2.39,5.48,4.67,81.1,37.6,Tidak Layak
2.42,5.53,4.67,81.2,37.6,Tidak Layak
2.39,5.51,4.67,81.0,37.6,Tidak Layak
2.41,5.53,4.71,81.0,37.6,Tidak Layak
2.41,5.53,4.69,81.1,37.6,Tidak Layak
2.41,5.53,4.67,81.2,37.4,Tidak Layak
2.41,5.51,4.69,81.4,37.5,Tidak Layak
2.41,5.55,4.69,81.5,37.5,Tidak Layak
2.39,5.51,4.69,81.8,37.5,Tidak Layak
2.39,5.53,4.67,82.0,37.6,Tidak Layak
2.41,5.51,4.67,82.0,37.5,Tidak Layak
2.39,5.51,4.69,82.0,37.5,Tidak Layak
2.41,5.55,4.69,82.0,37.5,Tidak Layak
2.41,5.55,4.65,81.8,37.5,Tidak Layak
2.41,5.55,4.71,81.7,37.4,Tidak Layak
2.41,5.53,4.73,81.6,37.5,Tidak Layak
2.41,5.55,4.69,81.5,37.5,Tidak Layak
2.41,5.58,4.69,81.5,37.5,Tidak Layak
2.42,5.53,4.67,81.5,37.5,Tidak Layak
2.39,5.51,4.67,81.7,37.5,Tidak Layak
2.39,5.51,4.71,81.7,37.6,Tidak Layak
2.41,5.53,4.65,81.7,37.5,Tidak Layak
2.41,5.51,4.67,81.8,37.5,Tidak Layak
2.41,5.55,4.71,81.7,37.5,Tidak Layak
2.41,5.51,4.65,81.7,37.5,Tidak Layak
2.41,5.51,4.69,81.7,37.5,Tidak Layak
2.39,5.48,4.65,81.7,37.5,Tidak Layak
2.39,5.53,4.69,81.7,37.5,Tidak Layak
2.41,5.53,4.71,81.7,37.5,Tidak Layak
2.39,5.51,4.67,81.8,37.5,Tidak Layak
2.41,5.55,4.65,81.7,37.5,Tidak Layak
2.41,5.53,4.71,81.7,37.6,Tidak Layak
2.39,5.48,4.67,81.7,37.5,Tidak Layak
2.41,5.53,4.69,81.7,37.6,Tidak Layak
2.39,5.48,4.63,81.7,37.6,Tidak Layak
2.42,5.48,4.65,81.6,37.6,Tidak Layak
2.39,5.53,4.69,81.6,37.6,Tidak Layak
2.39,5.48,4.65,81.6,37.6,Tidak Layak
2.39,5.48,4.65,81.6,37.5,Tidak Layak
2.39,5.48,4.67,81.6,37.6,Tidak Layak
2.41,5.51,4.63,81.6,37.6,Tidak Layak
2.41,5.48,4.67,81.6,37.6,Tidak Layak
2.41,5.53,4.69,81.6,37.7,Tidak Layak
2.39,5.53,4.69,81.5,37.6,Tidak Layak
2.41,5.51,4.67,81.5,37.6,Tidak Layak
2.42,5.51,4.67,81.6,37.6,Tidak Layak
2.42,5.48,4.65,81.5,37.6,Tidak Layak
2.42,5.51,4.67,81.6,37.6,Tidak Layak
2.41,5.48,4.65,81.7,37.6,Tidak Layak
2.42,5.51,4.65,81.7,37.6,Tidak Layak
2.42,5.48,4.65,81.7,37.6,Tidak Layak
2.41,5.48,4.65,81.7,37.5,Tidak Layak
2.41,5.46,4.69,81.8,37.5,Tidak Layak
2.41,5.48,4.65,81.7,37.7,Tidak Layak
2.41,5.48,4.63,81.7,37.5,Tidak Layak
2.39,5.46,4.67,81.8,37.5,Tidak Layak
2.39,5.44,4.67,81.8,37.5,Tidak Layak
2.41,5.44,4.67,81.9,37.5,Tidak Layak
